id,codigo,nome_social,nome_resumido,cnpj,situacao_ativa,codigo_isin
39474,BPIA,BCO ESTADO PIAUI SA,ESTPIAUI3T2,06.833.131/0001-36,False,BRBPIAACNOR4
39489,BPLA,BRASPEROLA IND COM SA,BRASPEROL3TH,11.703.519/0001-52,True,BRBPLAACNOR8
39489,BPLA,BRASPEROLA IND COM SA,BRASPEROL3TH,11.703.519/0001-52,True,BRBPLAACNPA1
39607,BRAP,BRADESPAR SA,BRADESPAR3WR,03.847.461/0001-92,True,BRBRAPACNOR5
39607,BRAP,BRADESPAR SA,BRADESPAR3WR,03.847.461/0001-92,True,BRBRAPACNPR2
95514,BRAV,3R PETROLEUM OLEO E GAS S A,BRAVA,12.091.809/0001-55,True,BRBRAVACNOR3
39677,VBBR,VIBRA ENERGIA SA,VIBRA,34.274.233/0001-02,True,BRBRDTACNOR1
39677,VBBR,VIBRA ENERGIA SA,VIBRA,34.274.233/0001-02,True,BRBRDTACNPR8
39715,BRFS,BRF SA,BRFSA3ZR,01.838.723/0001-27,True,BRBRFSACNOR8
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNOR6
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNPA9
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNPB7
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNPC5
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNPD3
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNPE1
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17.193.806/0001-46,True,BRBRGEACNPF8
39734,BRHA,CIA CERVEJARIA BRAHMA,BRAHMA40A,33.366.980/0001-08,True,BRBRHAACNOR2
39734,BRHA,CIA CERVEJARIA BRAHMA,BRAHMA40A,33.366.980/0001-08,True,BRBRHAACNPR9
39752,APER,ALPER CONSULTORIA E CORRETORA DE SEGUROS S A,ALPERSEGUROS,11.721.921/0001-60,True,BRBRINACNOR3
103919,BRIT,BRISANET PARTICIPACOES S A,BRISANET,19.796.586/0001-70,True,BRBRITACNOR0
39755,BRIV,BCO ALFA INVEST SA EX BCO REAL INVEST SA,ALFAINVES40V,60.770.336/0001-65,True,BRBRIVACNOR6
39755,BRIV,BCO ALFA INVEST SA EX BCO REAL INVEST SA,ALFAINVES40V,60.770.336/0001-65,True,BRBRIVACNPR3
39774,BRKM,BRASKEM SA,BRASKEM41E,42.150.391/0001-70,True,BRBRKMACNOR1
39774,BRKM,BRASKEM SA,BRASKEM41E,42.150.391/0001-70,True,BRBRKMACNPA4
39774,BRKM,BRASKEM SA,BRASKEM41E,42.150.391/0001-70,True,BRBRKMACNPB2
39807,BRML,BR MALLS PARTICIPACOES SA,BRMALLSPA42B,06.977.745/0001-91,True,BRBRMLACNOR9
39857,BRPR,BR PROPERTIES SA,BRPROPERT43P,06.977.751/0001-49,True,BRBRPRACNOR9
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92.702.067/0001-96,True,BRBRSRACNOR3
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92.702.067/0001-96,True,BRBRSRACNPA6
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92.702.067/0001-96,True,BRBRSRACNPB4
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92.702.067/0001-96,True,BRBRSRACNPR0
101349,BRST,BRISANET SERVICOS DE TELECOMUNICACOES S A,BRISANET2SER,04.601.397/0001-28,True,BRBRSTACNOR9
39908,BRTO,BRASIL TELECOM SA,BRASILTEL454,76.535.764/0001-43,False,BRBRTOACNOR8
39908,BRTO,BRASIL TELECOM SA,BRASILTEL454,76.535.764/0001-43,False,BRBRTOACNPR5
39909,BRTP,BRASIL TELECOM PARTICIPACOES SA,BRASILTPA455,02.570.688/0001-70,False,BRBRTPACNOR5
39909,BRTP,BRASIL TELECOM PARTICIPACOES SA,BRASILTPA455,02.570.688/0001-70,False,BRBRTPACNPR2
39996,BSCT,BCO ESTADO SANTA CATARINA SA,BESC47K,83.876.003/0001-10,False,BRBSCTACNOR1
39996,BSCT,BCO ESTADO SANTA CATARINA SA,BESC47K,83.876.003/0001-10,False,BRBSCTACNPA4
39996,BSCT,BCO ESTADO SANTA CATARINA SA,BESC47K,83.876.003/0001-10,False,BRBSCTACNPB2
40006,BSEG,HSBC SEGUROS BRASIL SA EX HSBC BAMERINDUS SEGUROS SA,HSBCBAMSE47U,76.538.446/0001-36,True,BRBSEGACNOR4
40006,BSEG,HSBC SEGUROS BRASIL SA EX HSBC BAMERINDUS SEGUROS SA,HSBCBAMSE47U,76.538.446/0001-36,True,BRBSEGACNPR1
40010,BSEV,BIOSEV SA,BIOSEV47Y,15.527.906/0001-36,True,BRBSEVACNOR3
40020,BSGR,AGF BRASIL SEGUROS SA,AGFBRASIL488,61.573.796/0001-66,True,BRBSGRACNOR6
40048,BSLI,BRB BCO BRASILIA SA,BRBBANCO490,00.000.208/0001-00,True,BRBSLIACNOR5
40048,BSLI,BRB BCO BRASILIA SA,BRBBANCO490,00.000.208/0001-00,True,BRBSLIACNPR2
40197,AMER,AMERICANAS S A,AMERICANAS,00.776.574/0001-56,True,BRBTOWACNOR8
40230,EPAR,EMBPAR PARTICIPACOES SA,EMBPAR  SA,42.331.462/0001-31,True,BRBTTLACNOR0
40230,EPAR,EMBPAR PARTICIPACOES SA,EMBPAR  SA,42.331.462/0001-31,True,BRBTTLACNPR7
40248,BUET,BUETTNER SA IND COM,BUETTNER4EK,82.981.812/0001-20,True,BRBUETACNOR3
40248,BUET,BUETTNER SA IND COM,BUETTNER4EK,82.981.812/0001-20,True,BRBUETACNPR0
40328,BVMF,B3 S A BRASIL BOLSA BALCAO,BMFBOVESP4GS,09.346.601/0001-25,False,BRBVMFACNOR3
40659,CQF3,CAFE SOLUVEL BRASILIA SA,CAFBRASIL4PZ,25.869.736/0001-21,True,BRCAFEACNOR2
40659,CQF3,CAFE SOLUVEL BRASILIA SA,CAFBRASIL4PZ,25.869.736/0001-21,True,BRCAFEACNPR9
40673,CAIA,CAIANDA PARTICIPACOES SA,CAIANDAPA4QD,04.038.763/0001-82,True,BRCAIAACNPR1
40700,CALI,CONSTRUTORA ADOLPHO LINDENBERG SA,CONSTALIN4R4,61.022.042/0001-18,True,BRCALIACNOR1
40700,CALI,CONSTRUTORA ADOLPHO LINDENBERG SA,CONSTALIN4R4,61.022.042/0001-18,True,BRCALIACNPR8
40714,CAMB,CAMBUCI SA,CAMBUCI4RI,61.088.894/0001-08,True,BRCAMBACNOR4
40714,CAMB,CAMBUCI SA,CAMBUCI4RI,61.088.894/0001-08,True,BRCAMBACNPR1
40717,CAML,CAMIL ALIMENTOS SA,CAMILALIM4RL,64.904.295/0001-03,True,BRCAMLACNOR3
40777,CARB,NITROCARBONO SA,NITROCARB4T9,13.558.218/0001-08,False,BRCARBACNPA6
40777,CARB,NITROCARBONO SA,NITROCARB4T9,13.558.218/0001-08,False,BRCARBACNPB4
40778,CSUD,CSU CARDSYSTEM SA,CSU DIGITAL,01.896.779/0001-38,True,BRCARDACNOR9
96022,CASH,MELIUZ S A,MELIUZ,14.110.585/0001-07,True,BRCASHACNOR8
40805,CASN,CIA CATARINENSE AGUAS SANEAMENTO CASAN,CASAN4U1,82.508.433/0001-17,True,BRCASNACNOR6
40805,CASN,CIA CATARINENSE AGUAS SANEAMENTO CASAN,CASAN4U1,82.508.433/0001-17,True,BRCASNACNPR3
40850,CBAG,CIA BANDEIRANTES ARMAZENS GERAIS,BANARMAZE4VA,58.128.174/0001-14,True,BRCBAGACNOR6
103717,CBAV,COMPANHIA BRASILEIRA DE ALUMINIO,CBA,61.409.892/0001-73,True,BRCBAVACNOR5
40865,CBEE,AMPLA ENERGIA SERVICOS SA,AMPLAENER4VP,33.050.071/0001-58,True,BRCBEEACNOR3
40887,CBMA,COBRASMA SA,COBRASMA4WB,61.080.313/0001-91,True,BRCBMAACNOR4
40887,CBMA,COBRASMA SA,COBRASMA4WB,61.080.313/0001-91,True,BRCBMAACNPR1
40987,CCHI,CERAMICA CHIARELLI SA,CHIARELLI4Z3,52.736.840/0001-10,True,BRCCHIACNOR5
40987,CCHI,CERAMICA CHIARELLI SA,CHIARELLI4Z3,52.736.840/0001-10,True,BRCCHIACNPR2
40994,CCIM,CAMARGO CORREA DESENVOLVIMENTO IMOBILIARIO SA,CCDESIMOB4ZA,67.203.208/0001-89,True,BRCCIMACNOR5
41026,SYNE,SYN PROP E TECH S A,SYN PROP TEC,08.801.621/0001-86,True,BRCCPRACNOR9
41034,CCRO,CCR SA,CCRSA50E,02.846.056/0001-97,True,BRCCROACNOR2
41045,CCTU,CIA BRASILEIRA CARTUCHOS,CBCCARTUC50P,57.494.031/0001-63,True,BRCCTUACNPR2
41051,CCXC,CCX CARVAO COLOMBIA SA,CCXCARVAO50V,07.950.674/0001-04,True,BRCCXCACNOR5
41107,CDOU,CENTRAIS ELETRICAS CAHOEIRA DOURADA SA,CACHDOURA52F,01.672.223/0001-68,True,BRCDOUACNOR4
41107,CDOU,CENTRAIS ELETRICAS CAHOEIRA DOURADA SA,CACHDOURA52F,01.672.223/0001-68,True,BRCDOUACNPR1
80566,CEAB,C A MODAS S A,CEA,45.242.914/0001-05,True,BRCEABACNOR1
41147,CEBR,CIA ENERGETICA BRASILIA,CEB53J,00.070.698/0001-11,True,BRCEBRACNOR5
41147,CEBR,CIA ENERGETICA BRASILIA,CEB53J,00.070.698/0001-11,True,BRCEBRACNPA8
41147,CEBR,CIA ENERGETICA BRASILIA,CEB53J,00.070.698/0001-11,True,BRCEBRACNPB6
41152,CECI,CIA INDL AGRICOLA SANTA CECILIA,STACECILI53O,33.433.822/0001-15,True,BRCECIACNOR2
41155,CEDO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDRO53R,17.245.234/0001-00,True,BRCEDOACNOR8
41155,CEDO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDRO53R,17.245.234/0001-00,True,BRCEDOACNPA1
41155,CEDO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDRO53R,17.245.234/0001-00,True,BRCEDOACNPB9
41155,CEDO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDRO53R,17.245.234/0001-00,True,BRCEDOACNPR5
41159,CEEB,CIA ELETRICIDADE ESTADO BAHIA COELBA,COELBA53V,15.139.629/0001-94,True,BRCEEBACNOR3
41159,CEEB,CIA ELETRICIDADE ESTADO BAHIA COELBA,COELBA53V,15.139.629/0001-94,True,BRCEEBACNPA6
41160,CEED,CIA ESTADUAL DISTRIBUICAO ENERGIA ELETRICA CEEE D,CEEED53W,08.467.115/0001-00,True,BRCEEDACNOR9
41160,CEED,CIA ESTADUAL DISTRIBUICAO ENERGIA ELETRICA CEEE D,CEEED53W,08.467.115/0001-00,True,BRCEEDACNPR6
41166,CEGR,CIA DISTRIBUIDORA GAS RIO JANEIRO CEG,CEG542,33.938.119/0001-69,True,BRCEGRACNOR4
41183,CELM,CELM CIA EQUIPADORA LABORATORIOS MODERNOS,CELM54J,61.086.823/0001-76,True,BRCELMACNOR5
41185,EQPA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S A,EQTL PARA,04.895.728/0001-80,True,BRCELPACNOR8
41185,EQPA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S A,EQTL PARA,04.895.728/0001-80,True,BRCELPACNPA1
41185,EQPA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S A,EQTL PARA,04.895.728/0001-80,True,BRCELPACNPB9
41185,EQPA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S A,EQTL PARA,04.895.728/0001-80,True,BRCELPACNPC7
41198,CEPE,CIA ENERGETICA PERNAMBUCO CELPE,CELPE54Y,10.835.932/0001-08,True,BRCEPEACNOR3
41198,CEPE,CIA ENERGETICA PERNAMBUCO CELPE,CELPE54Y,10.835.932/0001-08,True,BRCEPEACNPA6
41198,CEPE,CIA ENERGETICA PERNAMBUCO CELPE,CELPE54Y,10.835.932/0001-08,True,BRCEPEACNPB4
41219,CESP,CESP CIA ENERGETICA SAO PAULO,CESP55J,60.933.603/0001-78,True,BRCESPACNOR3
41219,CESP,CESP CIA ENERGETICA SAO PAULO,CESP55J,60.933.603/0001-78,True,BRCESPACNPA6
41219,CESP,CESP CIA ENERGETICA SAO PAULO,CESP55J,60.933.603/0001-78,True,BRCESPACNPB4
41219,CESP,CESP CIA ENERGETICA SAO PAULO,CESP55J,60.933.603/0001-78,True,BRCESPACNPR0
41221,CETE,CETERP CENTRAIS TELEFONICAS RIBEIRAO PRETO SA,CETERP55L,00.956.274/0001-59,True,BRCETEACNOR5
41221,CETE,CETERP CENTRAIS TELEFONICAS RIBEIRAO PRETO SA,CETERP55L,00.956.274/0001-59,True,BRCETEACNPR2
41231,CEVA,BUNGE ALIMENTOS SA EX CEVAL ALIMENTOS SA,BUNGEALIM55V,84.046.101/0001-93,True,BRCEVAACNOR9
41231,CEVA,BUNGE ALIMENTOS SA EX CEVAL ALIMENTOS SA,BUNGEALIM55V,84.046.101/0001-93,True,BRCEVAACNPR6
41281,CFLU,CIA FLUMINENSE REFRIGERANTES,FLUMREGRI579,31.456.338/0001-86,True,BRCFLUACNOR5
41281,CFLU,CIA FLUMINENSE REFRIGERANTES,FLUMREGRI579,31.456.338/0001-86,True,BRCFLUACNPR2
41332,CGAS,CIA GAS SAO PAULO COMGAS,COMGAS58O,61.856.571/0001-17,True,BRCGASACNOR0
41332,CGAS,CIA GAS SAO PAULO COMGAS,COMGAS58O,61.856.571/0001-17,True,BRCGASACNPA3
41332,CGAS,CIA GAS SAO PAULO COMGAS,COMGAS58O,61.856.571/0001-17,True,BRCGASACNPR7
41370,CGOS,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S A,EQUATGOIAS,01.543.032/0001-04,True,BRCGOSACNOR1
41370,CGOS,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S A,EQUATGOIAS,01.543.032/0001-04,True,BRCGOSACNPB2
41370,CGOS,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S A,EQUATGOIAS,01.543.032/0001-04,True,BRCGOSACNPR8
41375,CGRA,GRAZZIOTIN SA,GRAZZIOTI59V,92.012.467/0001-70,True,BRCGRAACNOR2
41375,CGRA,GRAZZIOTIN SA,GRAZZIOTI59V,92.012.467/0001-70,True,BRCGRAACNPR9
41405,CHAP,SA IND COM CHAPECO,CHAPECO5AP,83.296.889/0001-23,True,BRCHAPACNOR4
41405,CHAP,SA IND COM CHAPECO,CHAPECO5AP,83.296.889/0001-23,True,BRCHAPACNPR1
41545,CIEL,CIELO SA,CIELO5EL,01.027.058/0001-91,True,BRCIELACNOR3
41553,CIIT,CIA INDL ITAUNENSE,ITAUNENSE5ET,21.254.073/0001-80,True,BRCIITACNPR4
41580,CIQU,CIA CACIQUE CAFE SOLUVEL,CACIQUE5FK,78.588.415/0001-15,True,BRCIQUACNOR8
41580,CIQU,CIA CACIQUE CAFE SOLUVEL,CACIQUE5FK,78.588.415/0001-15,True,BRCIQUACNPR5
41653,CLAN,CLARION SA AGROINDL,CLARION5HL,24.956.666/0001-86,True,BRCLANACNPR8
41678,CLDX,COLDEX FRIGOR SA,COLDEX5IA,61.189.601/0001-89,True,BRCLDXACNPR1
104107,CLSA,CLEAR SALE S A,CLEAR SALE,03.802.115/0001-98,True,BRCLSAACNOR0
41777,CLSC,CENTRAIS ELETRICAS SANTA CATARINA SA,CELESC5L1,83.878.892/0001-55,True,BRCLSCACNOR6
41777,CLSC,CENTRAIS ELETRICAS SANTA CATARINA SA,CELESC5L1,83.878.892/0001-55,True,BRCLSCACNPA9
41777,CLSC,CENTRAIS ELETRICAS SANTA CATARINA SA,CELESC5L1,83.878.892/0001-55,True,BRCLSCACNPB7
41777,CLSC,CENTRAIS ELETRICAS SANTA CATARINA SA,CELESC5L1,83.878.892/0001-55,True,BRCLSCACNPR3
41854,CMET,CAEMI MINERACAO METALUGURGICA SA,CAEMI5N6,31.865.728/0001-00,True,BRCMETACNPR5
41877,CMIG,CIA ENERGETICA MINAS GERAIS CEMIG,CEMIG5NT,17.155.730/0001-64,True,BRCMIGACNOR6
41877,CMIG,CIA ENERGETICA MINAS GERAIS CEMIG,CEMIG5NT,17.155.730/0001-64,True,BRCMIGACNPR3
99505,CMIN,CSN MINERACAO S A,CSN MINERACA,08.902.291/0001-15,True,BRCMINACNOR2
41889,CMMA,CMA PARTICIPACOES SA,CMAPART5O5,31.959.356/0001-80,True,BRCMMAACNPR8
41977,CNFB,CONFAB INDL SA,CONFAB5QL,60.882.628/0001-90,True,BRCNFBACNOR1
41977,CNFB,CONFAB INDL SA,CONFAB5QL,60.882.628/0001-90,True,BRCNFBACNPR8
42057,SBFG,GRUPO SBF SA,GRUPO SBF,13.217.485/0001-11,True,BRCNTOACNOR5
42092,COBE,CONSTRUTORA BETER SA,CONSTBETE5TS,61.192.373/0001-04,True,BRCOBEACNOR2
42092,COBE,CONSTRUTORA BETER SA,CONSTBETE5TS,61.192.373/0001-04,True,BRCOBEACNPA5
42092,COBE,CONSTRUTORA BETER SA,CONSTBETE5TS,61.192.373/0001-04,True,BRCOBEACNPB3
42096,COCE,CIA ENERGETICA CEARA COELCE,COELCE5TW,07.047.251/0001-70,True,BRCOCEACNOR0
42096,COCE,CIA ENERGETICA CEARA COELCE,COELCE5TW,07.047.251/0001-70,True,BRCOCEACNPA3
42096,COCE,CIA ENERGETICA CEARA COELCE,COELCE5TW,07.047.251/0001-70,True,BRCOCEACNPB1
52908,COGN,COGNA EDUCACAO S A,COGNA ON,02.800.026/0001-40,True,BRCOGNACNOR2
42176,COPA,CIA PAULISTA FERTILIZANTES,COPAS5W4,61.087.912/0001-37,True,BRCOPAACNPR7
42203,CORR,CORREA RIBEIRO SA COM IND,CORRIBEIR5WV,15.101.405/0001-93,True,BRCORRACNOR0
42203,CORR,CORREA RIBEIRO SA COM IND,CORRIBEIR5WV,15.101.405/0001-93,True,BRCORRACNPR7
42289,CPCA,TRIKEM SA,TRIKEM5Z9,13.558.226/0001-54,False,BRCPCAACNOR5
42289,CPCA,TRIKEM SA,TRIKEM5Z9,13.558.226/0001-54,False,BRCPCAACNPR2
42305,CPEE,CIA LESTE PAULISTA ENERGIA,PAULENERG5ZP,61.015.582/0001-74,True,BRCPEEACNOR3
42305,CPEE,CIA LESTE PAULISTA ENERGIA,PAULENERG5ZP,61.015.582/0001-74,True,BRCPEEACNPR0
42316,CPFE,CPFL ENERGIA SA,CPFLENERG600,02.429.144/0001-93,True,BRCPFEACNOR0
42317,CPFG,CPFL GERACAO ENERGIA SA,CPFLGERAC601,03.953.509/0001-47,True,BRCPFGACNOR5
42317,CPFG,CPFL GERACAO ENERGIA SA,CPFLGERAC601,03.953.509/0001-47,True,BRCPFGACNPR2
42319,CPFL,CIA PAULISTA FERRO LIGAS,FERROLIGA603,57.487.142/0001-42,True,BRCPFLACNOR5
42319,CPFL,CIA PAULISTA FERRO LIGAS,FERROLIGA603,57.487.142/0001-42,True,BRCPFLACNPR2
42321,CPFP,CIA PIRATININGA FORCA LUZ,CPFLPIRAT605,04.172.213/0001-51,True,BRCPFPACNOR6
42321,CPFP,CIA PIRATININGA FORCA LUZ,CPFLPIRAT605,04.172.213/0001-51,True,BRCPFPACNPR3
42359,CPLE,COMPANHIA PARANAENSE DE ENERGIA COPEL,COPEL617,76.483.817/0001-20,True,BRCPLEACNOR8
42359,CPLE,COMPANHIA PARANAENSE DE ENERGIA COPEL,COPEL617,76.483.817/0001-20,True,BRCPLEACNPA1
42359,CPLE,COMPANHIA PARANAENSE DE ENERGIA COPEL,COPEL617,76.483.817/0001-20,True,BRCPLEACNPB9
42393,CPNY,BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS SA,COMPANY625,58.877.812/0001-08,True,BRCPNYACNOR2
42420,CPRE,CPFL ENERGIAS RENOVAVEIS SA,CPFLENERG62W,08.439.659/0001-50,True,BRCPREACNOR5
42438,CPSL,COPESUL CIA PETROQUIMICA SUL,COPESUL63E,88.948.492/0001-92,True,BRCPSLACNOR8
42461,CPTP,CAPITALPART PARTICIPACOES SA,CAPITALPA641,02.591.787/0001-39,True,BRCPTPACNOR7
42507,CRBM,CARAIBA METAIS SA,CARAIBAME65B,15.224.488/0001-08,False,BRCRBMACNOR8
42507,CRBM,CARAIBA METAIS SA,CARAIBAME65B,15.224.488/0001-08,False,BRCRBMACNPA1
42507,CRBM,CARAIBA METAIS SA,CARAIBAME65B,15.224.488/0001-08,False,BRCRBMACNPC7
42532,FIEI,FICA EMPREENDIMENTOS IMOBILIARIOS S A,FICA,07.820.907/0001-46,True,BRCRDEACNOR1
42556,CREM,CREMER SA,CREMER66O,82.641.325/0001-18,True,BRCREMACNOR2
42556,CREM,CREMER SA,CREMER66O,82.641.325/0001-18,True,BRCREMACNPR9
42562,CRFB,ATACADAO SA,ATACADAOS66U,75.315.333/0001-09,True,BRCRFBACNOR2
42572,CRGT,CIA RIOGRANDENSE TELECOMUNICACOES CRT,CRT674,92.794.486/0001-03,True,BRCRGTACNOR2
42572,CRGT,CIA RIOGRANDENSE TELECOMUNICACOES CRT,CRT674,92.794.486/0001-03,True,BRCRGTACNPA5
42584,CRIV,FINANCEIRA ALFA SA CRED FINANC INVESTS EX CIA REAL INVEST CFI,ALFAFINAN67G,17.167.412/0001-13,True,BRCRIVACNOR4
42584,CRIV,FINANCEIRA ALFA SA CRED FINANC INVESTS EX CIA REAL INVEST CFI,ALFAFINAN67G,17.167.412/0001-13,True,BRCRIVACNPR1
42664,CRPG,TRONOX PIGMENTOS BRASIL SA,CRISTAL,15.115.504/0001-24,True,BRCRPGACNOR0
42664,CRPG,TRONOX PIGMENTOS BRASIL SA,CRISTAL,15.115.504/0001-24,True,BRCRPGACNPA3
42664,CRPG,TRONOX PIGMENTOS BRASIL SA,CRISTAL,15.115.504/0001-24,True,BRCRPGACNPB1
42711,CRTP,CELULAR CRT PARTICIPACOES SA,CRTCELULA6AZ,03.010.016/0001-73,False,BRCRTPACNOR3
42711,CRTP,CELULAR CRT PARTICIPACOES SA,CRTCELULA6AZ,03.010.016/0001-73,False,BRCRTPACNPA6
42720,CRUZ,SOUZA CRUZ SA,SOUZACRUZ6B8,33.009.911/0001-39,True,BRCRUZACNOR0
42760,CSAB,CIA SEGUROS ALIANCA BAHIA,SEGALBAHI6CC,15.144.017/0001-90,True,BRCSABACNOR1
42760,CSAB,CIA SEGUROS ALIANCA BAHIA,SEGALBAHI6CC,15.144.017/0001-90,True,BRCSABACNPR8
42766,CSAN,COSAN SA,COSAN6CI,50.746.577/0001-15,True,BRCSANACNOR6
43411,CSED,CRUZEIRO DO SUL EDUCACIONAL S A,CRUZEIRO EDU,62.984.091/0001-02,True,BRCSEDACNOR9
42886,CSMB,CIA SEGUROS MINAS BRASIL,SEGMINBRA6FU,17.197.385/0001-21,True,BRCSMBACNOR6
42888,CSMG,CIA SANEAMENTO MINAS GERAIS COPASA MG,COPASA6FW,17.281.106/0001-03,True,BRCSMGACNOR5
42898,CSNA,CIA SIDERURGICA NACIONAL,SIDNACION6G6,33.042.730/0001-04,True,BRCSNAACNOR6
42916,CSPC,CIA SIDERURGICA PAULISTA COSIPA,COSIPA6GO,02.790.893/0001-41,True,BRCSPCACNOR7
42916,CSPC,CIA SIDERURGICA PAULISTA COSIPA,COSIPA6GO,02.790.893/0001-41,True,BRCSPCACNPR4
42921,CSPP,CIA SANTISTA PAPEL,SANTISTAP6GT,61.360.434/0001-97,True,BRCSPPACNOR9
42929,CSRN,CIA ENERGETICA RIO GRANDE NORTE COSERN,COSERN6H1,08.324.196/0001-81,True,BRCSRNACNOR0
42929,CSRN,CIA ENERGETICA RIO GRANDE NORTE COSERN,COSERN6H1,08.324.196/0001-81,True,BRCSRNACNPA3
42929,CSRN,CIA ENERGETICA RIO GRANDE NORTE COSERN,COSERN6H1,08.324.196/0001-81,True,BRCSRNACNPB1
42957,CSTB,CIA SIDERURGICA TUBARAO,SIDTUBARA6HT,27.251.974/0001-02,True,BRCSTBACNOR1
42957,CSTB,CIA SIDERURGICA TUBARAO,SIDTUBARA6HT,27.251.974/0001-02,True,BRCSTBACNPR8
40778,CSUD,CSU CARDSYSTEM SA,CSU DIGITAL,01.896.779/0001-38,True,BRCSUDACNOR5
42993,CTAN,CIA AMAZONIA TEXTIL ANIAGEM CATA,CATA6IT,04.896.759/0001-55,True,BRCTANACNPD1
42994,CTAP,CENTENNIAL ASSET PARTICIPACOES AMAPA SA,CENTAMAPA6IU,08.835.366/0001-92,False,BRCTAPACNOR9
42996,CTAX,CONTAX PARTICIPACOES SA,CONTAX6IW,09.601.322/0001-60,False,BRCTAXACNOR3
42996,CTAX,CONTAX PARTICIPACOES SA,CONTAX6IW,09.601.322/0001-60,False,BRCTAXACNPR0
43055,CTIP,CETIP SA MERCADOS ORGANIZADOS,CETIP6KJ,09.358.105/0001-91,False,BRCTIPACNOR2
43059,CTKA,KARSTEN SA EX CIA TEXTIL KARSTEN,KARSTEN6KN,82.640.558/0001-04,True,BRCTKAACNOR0
43059,CTKA,KARSTEN SA EX CIA TEXTIL KARSTEN,KARSTEN6KN,82.640.558/0001-04,True,BRCTKAACNPR7
43081,CTMI,CENTENNIAL ASSET PARTICIPACOES MINAS RIO SA,CENTMINRI6L9,07.949.970/0001-87,True,BRCTMIACNOR9
43093,CTNM,CIA TECIDOS NORTE MINAS COTEMINAS,COTEMINAS6LL,22.677.520/0001-76,True,BRCTNMACNOR9
43093,CTNM,CIA TECIDOS NORTE MINAS COTEMINAS,COTEMINAS6LL,22.677.520/0001-76,True,BRCTNMACNPR6
43109,CTPC,MARAMBAIA ENERGIA RENOVAVEL SA,MARAMBAIA6M1,51.468.056/0001-06,True,BRCTPCACNOR5
43109,CTPC,MARAMBAIA ENERGIA RENOVAVEL SA,MARAMBAIA6M1,51.468.056/0001-06,True,BRCTPCACNPR2
43145,CTSA,CIA TECIDOS SANTANENSE,SANTANENS6N1,21.255.567/0001-89,True,BRCTSAACNOR3
43145,CTSA,CIA TECIDOS SANTANENSE,SANTANENS6N1,21.255.567/0001-89,True,BRCTSAACNPD0
43145,CTSA,CIA TECIDOS SANTANENSE,SANTANENS6N1,21.255.567/0001-89,True,BRCTSAACNPR0
43168,CTWR,BLUE TREE HOTELS RESORTS BRASIL SA EX CAESAR TOWERS,BLUETREE6NO,66.542.002/0001-10,True,BRCTWRACNOR9
94601,CURY,CURY CONSTRUTORA E INCORPORADORA LTDA,CURY,08.797.760/0001-83,True,BRCURYACNOR3
43209,CVCB,CVC BRASIL OPERADORA AGENCIA VIAGENS S A,CVCBRASIL6OT,10.760.260/0001-19,True,BRCVCBACNOR1
95670,CXSE,CAIXA SEGURIDADE PARTICIPACOES S A,CAIXA SEGURI,22.543.331/0001-00,True,BRCXSEACNOR7
